Paper1,Paper2,Similarity
http://arxiv.org/abs/2212.12597v1,http://arxiv.org/abs/2211.03374v1,0.6168075563891702
http://arxiv.org/abs/2211.03374v1,http://arxiv.org/abs/2212.12597v1,0.6168075563891702
